alerta_id,placa,desde_brt,periodo,veredito,cat,n_dest,n_dest_cli,n_pend,tem_pend,vel_T,dbase_T,stop,stop_off_min,stop_dur,S_dest_d,S_pend_d,S_rom_d,pres_first_cod,pres_first_dt,pres_in_dest,pres_in_pend,r0,r10,b0,b10,osrm_sobe_todos,gps_jumps,grp
c3cc6172-4591-40f0-823a-a98328458be1,RQU-8D91,2026-08-25 08:55,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,9,True,0,21973.0,True,4.9,2072,,1844.6,1844.6,,,,,,,,,,0,2026-08-25 09:00
fca73df9-850b-4f69-acaf-ace3cb4efc2e,TOS-0H81,2026-08-25 09:13,A 24-28/08,correto,5 retorno a base,32,32,33,True,19,69539.5,True,0.7,143,2034.9,2034.9,1701.9,808220,14.5,True,True,1952.3,245.3,69539.5,67358.8,True,0,2026-08-25 09:12
c76bd5db-49eb-4f4c-8b4b-1d6aa3d96397,RBJ-2J67,2026-08-25 09:36,A 24-28/08,falso,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",16,16,15,True,30,71572.1,True,0.7,212,1522.9,2173.3,684.4,,,,,1463.9,273.0,71572.1,72403.9,True,0,2026-08-25 09:43
53c393b0-85c1-4e27-bdb8-fce8c93e7eac,TOS-0G53,2026-08-25 09:56,A 24-28/08,correto,6 para no cliente da lista (<=150m),16,15,11,True,16,43921.3,True,27.5,191,108.1,108.1,80.5,644340,47.1,True,True,578.8,715.0,43921.3,43867.7,True,0,2026-08-25 10:01
1e91b33d-f417-4ebd-8b25-bd49657d04a7,RQU-9D10,2026-08-25 10:25,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,7,True,0,14913.9,True,-1.4,352,,3134.7,2189.9,,,,,,,,,,0,2026-08-25 10:28
bf16be5f-cc48-4d67-b77d-2913554acff9,TOS-4J82,2026-08-25 10:44,A 24-28/08,correto,8 indeterminado,14,14,12,True,15,101410.5,True,1.7,175,871.3,16765.3,859.5,,,,,792.6,884.7,101410.5,101474.2,True,0,2026-08-25 10:49
9c2b5bf6-baba-43d1-9f77-46f6b8f1959d,RBI-0J25,2026-08-25 11:02,A 24-28/08,correto,5 retorno a base,4,4,5,True,53,70074.4,False,,,,,,,,,,2591.6,7095.9,70074.4,68492.3,True,0,2026-08-25 11:01
0fe6b8b0-d826-4f2f-a2c5-fd729973ddb7,RQP-4A68,2026-08-25 11:07,A 24-28/08,correto,8 indeterminado,19,19,17,True,15,107932.6,True,6.3,265,2107.7,2107.7,2026.7,,,,,755.2,2106.6,107932.6,109937.7,True,0,2026-08-25 11:12
8ddd63f9-9906-4181-b977-b6c01b0a63c5,RQU-6E83,2026-08-25 11:12,A 24-28/08,falso,3b visita cliente da lista logo depois (reta nao diminui),27,27,24,True,25,60210.1,False,,,,,,843471,-4.6,True,True,425.6,3710.9,60210.1,62382.3,True,0,2026-08-25 11:16
d2b0386a-bbd9-4e4e-9af1-5dc11de1d3d9,RQU-0B47,2026-08-25 11:15,A 24-28/08,correto,5 retorno a base,6,6,3,True,61,69714.1,True,8.3,658,6.2,6.2,2.8,,,,,1792.0,3.6,69714.1,68116.2,False,0,2026-08-25 11:14
74ec0d9c-d50d-47b9-9355-ffd7c1b75d0e,RQP-2G33,2026-08-25 11:54,A 24-28/08,correto,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",15,15,15,True,11,95620.2,True,24.8,449,137.9,137.9,0.0,563445,27.2,True,True,1025.9,475.5,95620.2,96581.9,True,0,2026-08-25 11:57
08f48166-b87a-409c-b2ff-85ce21eb066a,RQQ-5B81,2026-08-25 12:01,A 24-28/08,correto,8 indeterminado,16,16,13,True,42,69424.7,True,16.0,952,1470.9,1470.9,1470.9,201856,49.0,True,True,2848.7,3018.8,69424.7,69074.2,True,0,2026-08-25 11:58
62d28c1b-6ad4-4f3b-9efc-d658ba3bd113,TOS-4J82,2026-08-25 12:10,A 24-28/08,falso,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",14,14,11,True,42,79008.0,True,16.3,198,5813.0,5813.0,2532.2,778322,54.0,True,True,7026.9,5264.7,79008.0,79933.8,True,0,2026-08-25 12:12
a5b6d5d0-9924-4412-8aa5-af270365f09a,RQV-6C22,2026-08-25 13:45,A 24-28/08,falso,8 indeterminado,13,13,10,True,12,130891.6,True,1.6,176,907.8,1002.0,1002.0,425441,56.7,True,True,678.6,199.8,130891.6,131400.9,True,0,2026-08-25 13:52
34d35f0f-7e43-46ac-8080-e683d3c7c28a,RQU-1B50,2026-08-25 13:53,A 24-28/08,correto,1d para em ponto do ROMANEIO que nao esta na lista da Central,13,12,12,True,18,23360.3,True,1.8,348,5211.7,453.3,193.6,,,,,4906.2,5035.6,23360.3,23833.8,True,0,2026-08-25 13:56
ed4b100f-ae67-44d8-b6e1-a52dad898eaf,TOS-0G94,2026-08-25 14:03,A 24-28/08,correto,3b visita cliente da lista logo depois (reta nao diminui),19,18,10,True,28,17826.8,True,5.7,721,1427.4,1427.4,1722.6,628431,36.0,True,True,868.4,1439.7,17826.8,18105.8,True,0,2026-08-25 14:10
31ccf1c7-37fe-4b44-b966-4c93b8ed101b,RQP-2G33,2026-08-25 14:59,A 24-28/08,falso,8 indeterminado,11,11,9,True,33,94267.5,True,7.9,279,8443.0,8443.0,6009.6,,,,,3511.8,8443.0,94267.5,93580.7,True,0,2026-08-25 15:05
e9a24c83-64e4-41ac-8f5d-f9739fbf7f95,RQS-7H76,2026-08-25 15:21,A 24-28/08,correto,8 indeterminado,19,18,15,True,22,24544.6,True,4.5,422,5261.7,5261.7,4897.1,,,,,5087.0,5261.7,24544.6,24467.3,True,0,2026-08-25 15:11
3b7324bb-26c7-4854-9792-7469adcf5cdf,RQP-0G77,2026-08-25 15:38,A 24-28/08,correto,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",12,11,10,True,9,46783.3,True,9.5,735,6.4,6.4,1.1,608169,12.9,True,True,1562.5,9.5,46783.3,48311.8,True,0,2026-08-25 15:41
bebdf981-8e14-4254-aec7-186827768e5a,RQV-3J99,2026-08-25 15:42,A 24-28/08,correto,8 indeterminado,5,5,4,True,52,99324.6,False,,,,,,,,,,22779.7,23122.5,99324.6,98822.7,True,0,2026-08-25 15:38
a31dd08e-edb3-4620-b8a0-bfdb763fb6c0,RQU-2H61,2026-08-25 16:04,A 24-28/08,correto,3b visita cliente da lista logo depois (reta nao diminui),15,14,14,True,0,44416.8,True,13.7,222,1485.3,1485.3,2027.3,511561,29.3,True,True,1806.8,1600.7,44416.8,44288.2,True,0,2026-08-25 16:05
50223571-092a-49cf-8a2d-f4afc72c61de,RBI-1E10,2026-08-25 16:13,A 24-28/08,correto,4 saida de base/patio,8,7,3,True,82,4585.2,False,,,,,,,,,,6291.1,8242.8,4585.2,6109.3,True,0,2026-08-25 16:09
672f515c-12ec-4af7-8683-975c75a79a7b,RQV-3G18,2026-08-26 07:17,A 24-28/08,falso,1b lista so base: pendentes existem mas >50km/filtrados,1,0,26,True,54,10236.9,True,21.6,577,21971.4,70726.5,59865.4,,,,,,,,,True,0,2026-08-26 07:19
e143f4bb-89d6-4a55-9005-da39a326d559,TTY-0J84,2026-08-26 07:17,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,31,True,0,16315.5,True,-1.3,1141,,323.6,16.4,188019,22.6,False,True,,,,,,0,2026-08-26 07:20
efb3bd05-3e22-4411-b3bb-8aa61435df37,TTY-1A57,2026-08-26 07:19,A 24-28/08,falso,1a lista vazia: Unitrac sem pendentes (so base),1,0,0,False,6,2713.4,True,5.6,2017,2724.3,,612.6,,,,,,,,,True,0,2026-08-26 07:21
ae898516-6798-4466-a79c-a8e306f2c287,RQV-0E64,2026-08-26 08:12,A 24-28/08,falso,7 GPS ruidoso,0,0,32,True,0,94910.7,True,-1.6,1989,,1505.3,1480.8,217815,34.8,False,True,,,,,,1,2026-08-26 08:15
2b2e669f-2b56-4d48-a47d-e977200ce9d8,RQS-7H76,2026-08-26 08:19,A 24-28/08,correto,9 sem disparo afastando_geral (outra origem),0,0,24,True,0,12757.9,True,-1.4,1033,,1034.8,1841.6,721802,45.5,False,True,,,,,,0,2026-08-26 08:23
2772758b-a49c-422a-bb1b-2daabae983e5,TTI-9B97,2026-08-26 08:20,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,27,True,0,8793.4,True,-1.1,319,,1378.7,12.2,165897,26.8,False,True,,,,,,0,2026-08-26 08:26
2badc091-1fa4-4c56-997c-eddef505a7c0,RQU-3B36,2026-08-26 08:27,A 24-28/08,falso,8 indeterminado,39,38,39,True,88,29988.4,True,22.9,533,41802.8,41802.8,41897.9,,,,,23277.9,35673.3,29988.4,43112.9,True,0,2026-08-26 08:37
c50926d0-9c10-4fff-b585-0b8099c95ec6,RQQ-1B52,2026-08-26 08:27,A 24-28/08,falso,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",17,17,15,True,21,107087.5,True,3.3,331,13.4,6628.4,0.0,896647,-3.6,True,False,447.1,68.4,107087.5,107244.0,True,0,2026-08-26 08:46
c1c0f1b1-56c3-40da-899b-17566ecb7154,TOS-0G53,2026-08-26 08:29,A 24-28/08,falso,3b visita cliente da lista logo depois (reta nao diminui),20,19,19,True,18,45765.9,True,0.7,1713,928.8,135.6,0.0,858305,37.5,True,True,883.1,928.8,45765.9,45756.1,True,0,2026-08-26 08:34
fab5c106-d698-4416-a50e-d54dfc440211,RQV-9E37,2026-08-26 08:31,A 24-28/08,falso,5 retorno a base,24,24,24,True,52,96997.9,True,23.1,877,11054.1,11054.1,13429.8,,,,,9207.1,13316.9,96997.9,86328.5,True,0,2026-08-26 08:36
a2b5ec04-c8b6-4b36-bf12-259b221e21aa,TUS-1B06,2026-08-26 09:26,A 24-28/08,falso,1a lista vazia: Unitrac sem pendentes (so base),1,0,0,False,59,1975.9,True,19.4,1232,16553.9,,105465.3,,,,,,,,,True,0,2026-08-26 09:31
2953e250-26b2-41da-974c-8471401ee517,RQU-0B47,2026-08-26 09:39,A 24-28/08,falso,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",31,31,31,True,13,66367.7,True,8.6,452,48.0,48.0,0.3,858289,11.3,True,True,2030.3,47.6,66367.7,68353.5,True,0,2026-08-26 09:51
36a9a7cd-9a50-476f-83dd-321618ac4598,RQS-7H76,2026-08-26 10:34,A 24-28/08,correto,9 sem disparo afastando_geral (outra origem),0,0,21,True,0,15835.5,True,-1.8,664,,1369.7,1920.2,,,,,,,,,,0,2026-08-26 10:36
c1cfb99b-9161-4bbb-b848-d8dc4c57ee4a,RBI-1E10,2026-08-26 12:39,A 24-28/08,falso,8 indeterminado,10,9,9,True,41,23135.5,False,,,,,,,,,,9926.9,13234.2,23135.5,27041.2,True,0,2026-08-26 12:46
931fa493-724d-49eb-bd30-4dfd9ad93f4e,RQU-2E34,2026-08-26 12:54,A 24-28/08,correto,7 GPS ruidoso,9,9,5,True,0,104402.2,True,-0.4,490,8175.2,8175.2,5018.9,,,,,,,,,True,1,2026-08-26 12:58
255da6a6-c894-4516-b023-979287d5b44e,TTJ-9I18,2026-08-26 12:55,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,10,True,0,9808.4,True,-1.4,859,,1588.2,1065.3,447054,44.6,False,True,,,,,,0,2026-08-26 12:51
71f21d1d-e985-4ec7-a6b2-7a32fa9a8542,RQU-9J17,2026-08-26 12:56,A 24-28/08,correto,8 indeterminado,8,8,5,True,18,86581.6,True,1.7,340,693.7,2903.1,693.7,,,,,649.8,338.6,86581.6,87320.0,True,0,2026-08-26 13:00
0f6753e1-417a-4f11-a99e-fd9e3e985286,TTD-7H14,2026-08-26 13:00,A 24-28/08,correto,3b visita cliente da lista logo depois (reta nao diminui),16,15,11,True,15,44256.0,True,18.7,243,27.6,27.6,0.0,653547,29.8,True,True,1469.5,1306.2,44256.0,44094.3,True,0,2026-08-26 13:06
520839b0-58cc-4039-b1b3-f4cb44442395,TTM-5H23,2026-08-26 13:04,A 24-28/08,falso,8 indeterminado,5,4,4,True,25,40086.7,True,22.7,1017,2861.6,2861.6,2189.0,,,,,4301.3,4286.6,40086.7,40129.7,True,0,2026-08-26 13:07
ff6a8899-e611-4832-8e05-0417161d931e,RQQ-1B52,2026-08-26 13:04,A 24-28/08,correto,9 sem disparo afastando_geral (outra origem),0,0,4,True,0,117141.1,True,-0.2,247,,613.1,0.0,538415,21.1,False,True,,,,,,0,2026-08-26 13:09
4784edbd-c1ea-4a2c-b4af-5f135b3bc99a,RQP-4A68,2026-08-26 13:18,A 24-28/08,falso,8 indeterminado,21,21,14,True,66,156294.1,True,7.1,616,1860.5,1860.5,1992.3,,,,,1349.0,1860.6,156294.1,159018.1,True,0,2026-08-26 13:23
c888dc18-c724-4f2d-9a68-205589b0f4dd,RQU-9J17,2026-08-26 13:38,A 24-28/08,falso,8 indeterminado,7,7,5,True,30,85886.0,False,,,,,,,,,,1747.9,6644.3,85886.0,86163.9,True,0,2026-08-26 13:48
d23c6561-4c36-42f9-b5cf-f1c1dcfb40b7,RQU-1B50,2026-08-26 14:09,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,5,True,0,15956.6,True,-1.6,310,,605.3,605.3,647329,8.8,False,True,,,,,,0,2026-08-26 14:17
09ad8f3f-b501-4cf6-a8e0-edd8dde013f1,TTM-7C13,2026-08-26 14:14,A 24-28/08,correto,8 indeterminado,11,10,7,True,90,13887.0,True,20.8,1057,10560.2,10560.2,1780.8,,,,,4038.4,9793.7,13887.0,20554.9,True,0,2026-08-26 14:09
ce69552f-e789-45cc-9507-aa385a025ff8,TTM-5H23,2026-08-26 14:31,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,2,True,0,35755.1,True,-1.7,1391,,2114.9,311.7,,,,,,,,,,0,2026-08-26 14:41
bc0152fc-d215-4db2-84f0-b2a71b3e9a37,RBI-0B09,2026-08-26 14:36,A 24-28/08,correto,8 indeterminado,12,11,4,True,41,24446.9,True,3.7,128,1665.7,1665.7,1662.6,,,,,2128.6,1967.0,24446.9,24105.9,True,0,2026-08-26 14:41
08d9d470-37b0-48fa-aa94-28ce5e68c7d8,RQV-9E37,2026-08-26 14:43,A 24-28/08,falso,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",8,8,6,True,15,94890.1,True,4.5,255,56.8,56.8,563.6,924009,6.6,True,True,1145.9,176.7,94890.1,94165.5,True,0,2026-08-26 14:46
9da41f03-004d-4051-8ffb-ce86f2ce7d94,RQU-1G17,2026-08-26 14:44,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,3,True,0,120317.1,True,-1.8,2477,,5686.9,226.2,,,,,,,,,,0,2026-08-26 14:37
22d9c969-9402-4b9a-868d-60bf547171a1,RQV-0E64,2026-08-26 14:44,A 24-28/08,falso,7 GPS ruidoso,21,21,6,True,81,55968.8,True,0.7,493,40448.3,40448.3,21890.3,,,,,,,,,True,1,2026-08-26 14:47
5be910d1-8f0a-456a-b727-dd1835caa7ef,RQQ-1B52,2026-08-26 14:45,A 24-28/08,falso,5 retorno a base,4,4,2,True,89,85309.1,True,8.0,161,38383.7,38383.7,31950.0,,,,,29022.0,38383.7,85309.1,75941.0,True,0,2026-08-26 14:50
ee4bcb7b-7997-4b6a-b317-9d8ef45d98b1,RQT-0J15,2026-08-26 15:18,A 24-28/08,falso,6 para no cliente da lista (<=150m),8,7,6,True,45,39014.9,True,15.8,314,27.6,27.6,0.0,,,,,6496.3,3542.7,39014.9,37917.2,True,0,2026-08-26 15:22
8b4a9b80-b205-40c0-bf5a-c8cc2ae7099b,RQV-4F38,2026-08-26 15:36,A 24-28/08,falso,5 retorno a base,3,3,2,True,88,126014.3,False,,,,,,,,,,6544.0,20821.5,126014.3,112639.3,True,0,2026-08-26 15:38
c6769a42-5ade-4e77-82f0-6c9d762bce6c,RQV-9E67,2026-08-26 15:38,A 24-28/08,falso,7 GPS ruidoso,4,4,3,True,0,118790.1,False,,,,,,,,,,,,,,True,1,2026-08-26 15:41
3c74d3d5-7aef-4fb2-987b-d2eef6d78be4,RQU-6G55,2026-08-27 06:57,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,26,True,0,24831.9,True,-1.3,1220,,1314.8,1311.2,517087,25.8,False,True,,,,,,0,2026-08-27 07:10
7b4b0338-d084-463f-9c81-0cf6d4265a26,RQV-6I51,2026-08-27 06:57,A 24-28/08,falso,1b lista so base: pendentes existem mas >50km/filtrados,1,0,2,True,27,18580.8,False,,,,,,,,,,,,,,True,0,2026-08-27 07:06
da260049-c289-4d97-90a0-4268719bd680,RBJ-2J67,2026-08-27 06:57,A 24-28/08,falso,1b lista so base: pendentes existem mas >50km/filtrados,1,0,37,True,66,9673.8,False,,,,,,,,,,,,,,True,0,2026-08-27 07:04
a73bf7e5-d067-4e29-9510-58b60e560881,TTL-2H39,2026-08-27 07:04,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,33,True,0,7181.6,True,-1.8,890,,688.3,1315.8,,,,,,,,,,0,2026-08-27 07:12
2c206b13-087b-488a-8020-c7e7ce242fb7,RQU-4B93,2026-08-27 07:05,A 24-28/08,correto,9 sem disparo afastando_geral (outra origem),0,0,22,True,0,57871.6,True,-1.9,647,,59929.2,59790.1,,,,,,,,,,0,2026-08-27 11:00
0d5d4f0b-b075-4776-bb73-6b9a3358b612,RQV-3J99,2026-08-27 07:20,A 24-28/08,falso,7 GPS ruidoso,1,1,22,True,54,49762.7,False,,,,,,,,,,,,,,True,1,2026-08-27 07:23
a27cf5a6-0cfc-4a39-8b3a-7526b8dc5575,RQU-3B36,2026-08-27 07:24,A 24-28/08,correto,8 indeterminado,5,4,42,True,52,45946.9,True,36.0,178,69642.2,71693.5,65869.4,,,,,48018.1,56512.8,45946.9,54449.0,True,0,2026-08-27 07:26
49b9abee-16b9-4d4a-9e47-d8974a5518e4,RQV-4F38,2026-08-27 07:24,A 24-28/08,falso,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",17,17,36,True,79,83360.6,True,4.2,178,35221.0,35221.0,35303.2,642121,57.2,True,True,37928.5,33564.2,83360.6,88015.7,True,0,2026-08-27 07:27
742d00d8-5421-489c-b1e7-acb0fa6950e1,TUG-9D20,2026-08-27 08:08,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,0,False,0,5451.3,True,-0.6,2413,,,,,,,,,,,,,0,2026-08-27 08:14
f6fe9079-32ab-48e8-8738-b7916d44b882,TTI-6D27,2026-08-27 08:10,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,21,True,0,9793.1,True,-1.6,1171,,642.0,22.1,592251,30.2,False,True,,,,,,0,2026-08-27 08:13
a147c17a-b7da-4445-94ea-0f5b18ceb58b,TTE-6D61,2026-08-27 08:50,A 24-28/08,falso,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",26,25,19,True,0,17949.1,True,19.1,303,354.8,354.8,435.2,810784,30.0,True,True,807.7,23.4,17949.1,18480.3,True,0,2026-08-27 08:52
3d5bd98a-6d28-4c50-8803-8ad88f6ee6ee,TUI-0H19,2026-08-27 08:55,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,0,False,0,9904.4,True,0.9,2335,,,,,,,,,,,,,0,2026-08-27 08:58
d0ee27c9-21cc-4bfd-b8ce-264bc4ddf480,RQT-0J15,2026-08-27 08:57,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,16,True,0,79292.5,True,24.3,278,,19.2,0.0,413986,39.9,False,True,,,,,,0,2026-08-27 09:03
e10fb482-52a3-40d2-a922-0b536ff00b6b,TTM-7C13,2026-08-27 09:16,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,23,True,0,2916.2,True,-1.8,983,,1241.6,1105.3,468880,56.3,False,True,,,,,,0,2026-08-27 09:18
559dcaf0-6139-4a17-a8d2-be93501ed3ae,TOS-4G92,2026-08-27 09:40,A 24-28/08,falso,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",23,22,21,True,41,21274.5,True,13.9,260,340.6,340.6,277.5,950130,31.9,True,True,906.3,496.1,21274.5,20542.2,True,0,2026-08-27 09:43
f8fc6473-8912-4138-b7f7-85f913f5ecfb,RQP-0G77,2026-08-27 09:48,A 24-28/08,falso,1d para em ponto do ROMANEIO que nao esta na lista da Central,28,27,26,True,5,36705.4,True,0.8,565,1093.8,1780.0,0.0,,,,,1035.9,1093.8,36705.4,36703.8,True,0,2026-08-27 09:51
ec45857a-025e-425e-bc9f-731cd64960e0,RQV-9E67,2026-08-27 09:50,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,19,True,0,109303.4,True,-1.2,676,,1153.7,1125.3,,,,,,,,,,0,2026-08-27 09:56
89437b6a-23ff-44ac-9728-9b442955492c,RQP-2G33,2026-08-27 09:56,A 24-28/08,correto,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",13,13,11,True,7,92910.4,True,8.9,265,87.7,87.7,87.7,922824,10.2,True,True,760.4,92.7,92910.4,92412.7,True,0,2026-08-27 09:46
46ec7804-0267-4608-8682-2b2a58ac13ef,TUG-9D20,2026-08-27 10:50,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,0,False,0,10637.4,True,-1.6,2460,,,,,,,,,,,,,0,2026-08-27 10:43
8e3e5b7a-6770-4040-b478-bcbdf6860741,RQP-2G33,2026-08-27 10:59,A 24-28/08,correto,6 para no cliente da lista (<=150m),12,12,8,True,25,98172.7,True,6.8,873,13.8,13.8,3.0,,,,,1403.5,16.6,98172.7,98392.4,True,0,2026-08-27 11:01
2916cc20-d897-4b94-aab5-36219727a3d4,RQU-9J17,2026-08-27 11:22,A 24-28/08,correto,8 indeterminado,26,26,28,True,23,88510.5,True,3.7,2049,1460.4,1103.7,1144.0,641350,58.7,True,True,1212.1,1460.4,88510.5,88345.4,True,0,2026-08-27 11:24
c3755534-c8a3-4616-ad4f-f960cd0aa946,RQU-2H61,2026-08-27 11:24,A 24-28/08,correto,8 indeterminado,12,11,10,True,8,34162.5,True,1.6,1047,7043.7,7043.7,7023.6,,,,,7085.3,7043.7,34162.5,34121.0,True,0,2026-08-27 11:26
c6ea7794-f25f-43b1-909b-d327c4afb3ac,RQU-1B50,2026-08-27 11:37,A 24-28/08,falso,9 sem disparo afastando_geral (outra origem),0,0,13,True,0,14289.5,True,-1.6,532,,444.1,426.4,228560,14.1,False,True,,,,,,0,2026-08-27 11:42
27b39465-8707-4224-b728-909a17ca162b,RQU-6E83,2026-08-27 11:40,A 24-28/08,correto,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",21,21,20,True,30,61727.5,False,,,,,,,,,,13165.3,12594.3,61727.5,62378.8,False,0,2026-08-27 11:37
8cb36cb2-83c2-49f8-b3da-e8d8e9c0e72d,RQV-7H50,2026-08-27 11:44,A 24-28/08,correto,8 indeterminado,9,8,4,True,9,36404.6,True,1.0,619,5342.7,7260.3,556.3,,,,,5437.1,5342.7,36404.6,36356.9,True,0,2026-08-27 11:43
c6c087ae-c029-4f54-af3f-3076cccd537c,RQU-6G55,2026-08-27 11:54,A 24-28/08,correto,6 para no cliente da lista (<=150m),12,11,7,True,17,34411.6,True,15.1,240,67.9,67.9,1054.7,,,,,1150.4,1058.8,34411.6,34665.1,True,0,2026-08-27 11:55
06d3c329-535f-4a85-8fed-31804be3bb56,TTH-6G37,2026-08-27 12:34,A 24-28/08,correto,"3 rota indireta: vai a cliente da lista (reta diminui, rua sobe)",13,12,7,True,14,15460.4,True,3.8,521,193.1,193.1,0.0,625056,6.5,True,True,546.5,193.1,15460.4,15419.2,True,0,2026-08-27 12:37
11921eb2-759d-4cbf-b74f-dcf8e95e9085,RQU-9J17,2026-08-27 12:38,A 24-28/08,falso,3b visita cliente da lista logo depois (reta nao diminui),23,23,22,True,18,89987.5,True,11.0,1217,34.9,235.5,0.0,642863,13.4,True,True,380.3,152.2,89987.5,90103.9,True,0,2026-08-27 12:40
